Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Days_is_client,Kids,Expenses,TotalAcceptedCmp,TotalNumPurchases
1955,Graduate,Partner,50737,5/11/2013,61,6,0,0,414,1,99,1,7
1969,Postgraduate,Partner,68462,12/12/2012,6,1,0,0,564,0,1670,0,15
1943,Postgraduate,Partner,65073,8/20/2013,65,2,1,0,313,0,900,0,14
1948,Postgraduate,Partner,46681,10/8/2013,52,5,0,0,264,2,425,0,16
1957,Graduate,Partner,78618,9/28/2012,87,2,0,0,639,0,2153,1,22
1969,Postgraduate,Single,62187,3/22/2014,38,4,0,0,99,1,636,0,21
1978,Graduate,Partner,28442,2/24/2014,53,4,0,0,125,2,57,0,10
1967,Graduate,Partner,51479,12/28/2012,67,7,0,0,548,2,494,0,22
1969,Graduate,Single,54803,8/21/2012,65,4,0,0,677,1,693,0,19
1960,Graduate,Partner,79530,5/17/2013,64,2,0,0,408,0,1348,0,26
1976,Graduate,Single,31615,3/16/2013,82,7,0,0,470,1,51,0,7
1962,Graduate,Partner,72025,11/17/2012,27,3,0,0,589,0,1932,0,16
1975,Postgraduate,Single,52614,12/1/2012,63,8,0,0,575,1,990,0,16
1984,Graduate,Partner,35684,4/22/2014,66,6,0,0,68,1,30,0,5
1975,Graduate,Partner,48178,10/28/2012,69,8,0,0,609,2,254,0,16
1970,Postgraduate,Single,29548,8/29/2013,52,4,0,0,304,1,29,1,5
1966,Graduate,Single,63810,11/11/2012,45,8,0,0,595,1,1371,1,23
1972,Postgraduate,Single,38578,6/22/2013,2,8,0,1,372,2,73,0,9
1975,Postgraduate,Single,46098,8/18/2012,86,8,0,0,680,2,120,0,11
1970,Graduate,Single,22585,3/18/2013,23,9,0,1,468,0,81,1,5
1989,Graduate,Single,30279,12/30/2012,13,8,0,0,546,1,37,0,5
1961,Postgraduate,Partner,66426,10/2/2013,14,6,0,0,270,1,1377,0,20
1969,Graduate,Single,30822,6/14/2013,92,7,0,0,380,1,51,0,5
1969,Postgraduate,Partner,33581,1/8/2013,38,8,0,0,537,2,17,0,4
1985,Graduate,Partner,19986,11/14/2013,74,7,0,0,227,1,22,0,4
1954,Graduate,Single,27421,12/12/2012,14,7,0,0,564,0,324,0,14
1981,Postgraduate,Single,36143,3/30/2014,33,3,0,0,91,1,19,0,4
1971,Graduate,Single,10245,5/15/2013,32,5,0,0,410,1,41,0,8
1968,Postgraduate,Partner,43795,10/16/2013,11,7,0,1,256,1,492,1,17
1960,Graduate,Partner,63381,10/5/2012,78,2,0,0,632,1,1005,0,26
1949,Graduate,Partner,38823,8/30/2012,56,6,0,0,668,1,114,0,7
1968,Postgraduate,Single,83664,5/8/2013,57,5,0,0,417,2,1173,0,19
1979,Graduate,Partner,90300,1/3/2014,7,1,0,0,177,0,1738,1,19
1979,Postgraduate,Partner,62499,12/9/2013,0,4,0,0,202,1,222,0,12
1993,Graduate,Single,74293,5/4/2014,66,2,0,0,56,0,1127,0,16
1946,Postgraduate,Partner,51012,4/18/2013,86,6,0,0,437,0,209,0,10
1968,Postgraduate,Partner,70777,2/25/2014,80,3,0,0,124,1,787,0,23
1991,Postgraduate,Partner,68682,10/6/2013,56,2,0,0,266,0,1598,0,24
1971,Graduate,Partner,43824,9/15/2012,18,8,0,0,652,2,186,0,12
1984,Graduate,Partner,15345,8/31/2012,51,8,0,1,667,1,47,0,6
1987,Graduate,Single,23442,12/24/2012,71,7,0,0,552,1,27,0,5
1980,Graduate,Partner,14515,11/9/2012,71,7,0,1,597,1,96,0,11
1956,Graduate,Single,31395,3/23/2013,80,6,0,0,463,2,64,0,10
1965,Graduate,Partner,75276,9/27/2012,2,5,0,0,640,0,1040,0,23
1974,Graduate,Single,42373,8/15/2013,83,5,0,0,318,2,163,0,13
1960,Graduate,Partner,30507,3/11/2013,29,7,0,0,475,0,343,0,11
1955,Postgraduate,Single,55521,10/22/2013,11,7,0,1,250,3,446,1,24
1965,Graduate,Partner,48006,6/9/2014,55,6,0,0,20,2,41,0,5
1972,Postgraduate,Single,27213,8/30/2012,19,8,0,1,668,1,70,0,9
1971,Postgraduate,Single,65808,5/30/2014,1,6,0,0,30,2,272,0,14
1974,Postgraduate,Partner,30351,6/6/2013,19,9,0,0,388,1,46,0,6
1963,Graduate,Partner,50437,10/17/2012,28,7,0,0,620,2,490,0,19
1982,Graduate,Single,23616,11/17/2012,76,8,0,1,589,1,79,0,8
1976,Graduate,Partner,53858,11/9/2012,50,4,0,0,597,1,915,0,17
1955,Postgraduate,Partner,66465,3/30/2013,1,6,0,0,456,1,1485,1,35
1987,Graduate,Single,46923,8/22/2012,90,7,0,0,676,1,369,0,16
1962,Graduate,Partner,75072,1/23/2013,83,3,0,0,522,1,1073,0,19
1943,Postgraduate,Partner,75865,3/31/2014,73,1,0,0,90,0,1242,0,19
1975,Graduate,Partner,19789,11/20/2013,24,5,0,0,221,1,78,1,9
1994,Graduate,Partner,80134,2/14/2014,11,5,0,0,135,0,1378,4,21
1981,Graduate,Single,91065,2/22/2013,33,3,0,1,492,0,1474,2,26
1971,Postgraduate,Partner,49505,3/5/2013,4,8,0,0,481,2,751,0,29
1973,Postgraduate,Partner,37401,5/6/2014,14,7,0,0,54,1,48,0,7
1982,Postgraduate,Partner,18492,6/5/2014,75,8,0,0,24,1,10,0,4
1974,Postgraduate,Partner,82584,6/4/2013,26,1,0,1,390,0,1435,2,16
1941,Postgraduate,Partner,93027,4/13/2013,77,2,0,0,442,0,2119,1,22
1953,Graduate,Partner,48686,12/4/2013,8,8,0,0,207,3,20,0,4
1986,Graduate,Partner,92910,4/24/2014,42,1,0,0,66,0,1795,3,27
1989,Graduate,Partner,75433,4/5/2014,28,6,0,0,85,1,1188,2,19
1989,Graduate,Partner,10404,5/4/2014,52,5,0,0,56,1,43,0,7
1968,Graduate,Partner,61314,4/25/2013,1,3,0,0,430,1,1008,0,24
1961,Postgraduate,Single,84865,5/9/2013,1,4,0,1,416,0,1688,4,16
1989,Graduate,Partner,42387,10/29/2012,42,8,0,0,608,1,684,0,21
1967,Graduate,Partner,67309,1/23/2013,76,7,0,0,522,2,1082,0,39
1964,Graduate,Partner,75236,11/25/2013,27,4,0,0,216,1,1068,0,25
1970,Graduate,Single,30015,2/2/2014,28,5,0,0,147,1,57,0,7
1956,Postgraduate,Partner,50943,6/21/2013,49,5,0,0,373,1,46,0,5
1966,Graduate,Single,67272,12/21/2013,12,5,0,0,190,1,733,0,23
1949,Postgraduate,Single,51529,9/7/2013,14,8,0,0,295,1,467,0,17
1971,Postgraduate,Partner,32011,8/22/2013,89,7,0,0,311,1,122,0,10
1986,Graduate,Partner,7500,2/7/2013,96,8,0,0,507,1,36,0,7
1989,Graduate,Partner,28691,7/4/2013,56,8,0,0,360,1,34,0,5
1948,Postgraduate,Partner,56223,12/20/2013,72,4,0,0,191,1,156,0,10
1946,Graduate,Partner,18100,8/6/2013,14,5,0,0,327,0,14,0,4
1974,Graduate,Partner,20130,3/17/2014,99,8,0,0,104,0,34,0,5
1959,Graduate,Single,23295,7/13/2013,72,8,0,0,351,0,20,0,4
1972,Postgraduate,Single,42618,10/9/2013,92,8,0,0,263,1,192,0,11
1964,Graduate,Single,81246,12/29/2013,87,1,0,0,182,0,1379,2,17
1976,Graduate,Partner,24027,6/9/2013,7,8,0,0,385,1,48,0,7
1953,Postgraduate,Partner,55707,12/22/2013,91,3,0,0,189,1,428,0,16
1955,Graduate,Single,57959,5/2/2013,71,3,0,0,423,1,868,0,27
1969,Graduate,Partner,56796,2/16/2013,24,7,0,0,498,1,1001,0,27
1971,Postgraduate,Single,36230,10/17/2013,17,5,0,0,255,1,59,0,7
1980,Graduate,Partner,70829,12/1/2013,87,3,0,0,210,2,431,0,16
1976,Graduate,Partner,65991,9/7/2012,21,7,0,0,660,1,971,0,27
1972,Graduate,Partner,38988,8/20/2012,90,8,0,0,678,3,348,0,19
1966,Graduate,Single,89572,9/15/2012,44,4,0,1,652,0,2059,2,24
1984,Postgraduate,Partner,42207,4/1/2013,71,6,0,1,454,1,265,1,14
1952,Graduate,Partner,50300,5/25/2014,52,2,0,0,35,1,270,0,13
1982,Graduate,Partner,66664,9/25/2012,78,3,0,0,642,0,1289,0,19
1964,Graduate,Partner,60597,1/1/2014,2,7,0,1,179,1,893,1,16
1949,Graduate,Single,70165,9/22/2013,60,1,0,0,280,0,926,0,22
1958,Postgraduate,Single,50520,1/28/2014,25,6,0,0,152,1,135,0,9
1975,Graduate,Partner,33183,2/24/2014,46,7,0,0,125,1,120,0,9
1969,Postgraduate,Single,66582,3/3/2014,83,1,0,0,118,0,1288,0,20
1955,Postgraduate,Partner,75261,4/23/2013,17,2,0,1,432,0,1743,2,17
1970,Graduate,Single,31880,10/31/2012,13,8,0,0,606,1,15,0,4
1951,Graduate,Partner,53790,3/6/2014,86,6,0,0,115,2,542,0,20
1971,Postgraduate,Partner,49269,8/15/2012,92,7,0,0,683,1,890,0,25
1975,Graduate,Partner,61456,3/27/2013,47,4,0,0,459,1,1388,0,33
1980,Graduate,Partner,37406,10/10/2013,18,8,0,1,262,1,17,0,4
1981,Postgraduate,Partner,56937,8/4/2012,81,6,0,1,694,1,906,1,30
1978,Graduate,Partner,38415,1/2/2013,91,7,0,0,543,2,44,0,6
1988,Graduate,Single,20518,5/18/2014,58,5,0,0,42,1,25,0,5
1956,Graduate,Partner,62503,2/18/2013,40,5,0,0,496,1,973,0,26
1972,Postgraduate,Single,41644,5/9/2014,67,3,0,0,51,2,31,0,6
1977,Postgraduate,Partner,55842,5/23/2014,19,5,0,0,37,1,518,0,17
1972,Postgraduate,Partner,62010,10/23/2012,93,5,0,0,614,1,530,0,19
1977,Graduate,Partner,41124,10/31/2012,41,8,0,0,606,1,506,0,21
1973,Postgraduate,Partner,38961,12/30/2013,60,7,0,0,181,1,70,0,6
1972,Postgraduate,Single,37760,8/11/2013,54,6,0,0,322,1,54,0,6
1974,Graduate,Single,32233,8/19/2012,26,9,0,1,679,1,296,1,12
1975,Graduate,Partner,43057,10/30/2013,30,5,0,0,242,1,266,0,15
1960,Postgraduate,Partner,83151,10/10/2012,93,3,0,0,627,0,747,0,19
1964,Postgraduate,Single,78825,9/14/2012,35,3,0,1,653,0,895,0,29
1976,Postgraduate,Partner,65104,11/14/2013,4,7,0,0,227,1,1053,0,17
1974,Graduate,Partner,60093,6/26/2013,92,6,0,0,368,1,735,0,21
1969,Graduate,Partner,14045,1/26/2014,24,7,0,0,154,1,20,0,5
1952,Graduate,Single,28457,10/28/2012,96,8,0,0,609,0,205,0,10
1958,Postgraduate,Partner,78952,9/24/2012,11,6,0,0,643,1,2092,0,21
1976,Graduate,Single,46310,12/3/2012,99,8,0,0,573,1,309,0,14
1955,Graduate,Partner,76005,2/22/2013,72,6,0,0,492,0,1722,1,22
1964,Postgraduate,Single,58308,1/12/2013,77,8,0,0,533,1,900,0,15
1944,Postgraduate,Single,55614,11/27/2013,85,7,0,0,214,0,682,1,20
1962,Postgraduate,Single,59432,4/13/2013,88,5,0,0,442,1,663,0,22
1978,Graduate,Single,55563,4/5/2014,22,3,0,0,85,1,43,0,6
1971,Postgraduate,Partner,78642,4/21/2013,83,6,0,0,434,1,1816,0,18
1949,Postgraduate,Partner,67911,5/22/2014,63,3,0,0,38,1,976,0,27
1944,Graduate,Partner,65275,4/3/2013,9,2,0,0,452,0,746,0,21
1950,Graduate,Partner,27203,8/6/2012,92,8,0,0,692,2,64,0,6
1961,Postgraduate,Partner,48330,11/15/2013,2,5,0,0,226,1,32,0,5
1990,Undergraduate,Partner,24279,12/29/2012,6,8,0,0,547,0,263,0,9
1985,Postgraduate,Partner,64355,8/24/2012,66,8,0,0,674,1,1445,0,21
1953,Graduate,Single,53653,11/7/2012,29,6,0,0,599,0,1210,0,28
1976,Graduate,Partner,65665,12/2/2013,77,3,0,0,209,1,945,0,24
1989,Graduate,Single,81217,7/19/2013,77,1,0,0,345,0,1157,0,22
1992,Graduate,Partner,34935,6/21/2013,71,7,0,0,373,0,137,0,8
1959,Graduate,Single,61250,12/16/2012,49,5,0,0,560,1,730,0,25
1981,Postgraduate,Partner,39665,5/25/2013,97,7,0,0,400,1,216,1,12
1979,Graduate,Single,60152,3/28/2013,6,3,0,0,458,1,943,0,23
1964,Graduate,Partner,48920,10/20/2013,93,7,0,0,252,2,347,1,16
1959,Postgraduate,Partner,89120,3/17/2014,78,1,0,0,104,0,1924,1,19
1946,Postgraduate,Partner,44124,5/11/2013,62,8,0,0,414,1,397,0,17
1975,Postgraduate,Single,81169,4/14/2013,47,2,0,0,441,0,2089,0,22
1961,Graduate,Partner,36443,2/3/2013,9,8,0,0,511,2,138,0,11
1990,Graduate,Single,26095,6/30/2013,77,7,0,0,364,1,42,0,5
1959,Graduate,Partner,71367,8/23/2013,24,2,0,0,310,0,777,0,17
1944,Postgraduate,Partner,80184,3/1/2014,19,3,0,0,120,0,1902,2,20
1965,Graduate,Single,30630,1/27/2014,67,7,0,0,153,2,52,0,7
1987,Postgraduate,Single,73454,3/1/2014,95,5,0,0,120,0,1651,1,13
1991,Graduate,Partner,42691,8/16/2013,48,5,0,0,317,0,358,0,13
1953,Graduate,Partner,70503,9/30/2012,73,6,0,0,637,0,1727,2,16
1987,Graduate,Partner,25545,9/8/2012,35,6,0,1,659,1,210,0,10
1986,Graduate,Partner,32880,12/4/2012,76,8,0,0,572,1,42,0,5
1958,Postgraduate,Partner,77863,11/27/2013,20,2,0,0,214,0,1291,0,20
1977,Postgraduate,Partner,50353,6/8/2014,72,3,0,0,21,0,442,0,15
1964,Graduate,Single,61839,8/12/2012,20,8,0,0,686,0,1895,0,17
1960,Postgraduate,Partner,49154,11/3/2013,69,6,0,0,238,2,411,0,19
1975,Graduate,Single,47682,2/15/2013,80,5,0,0,499,1,521,0,19
1969,Graduate,Single,72679,9/18/2013,65,1,0,0,284,1,1168,0,17
1977,Postgraduate,Partner,57954,6/18/2014,52,7,0,0,11,2,493,1,23
1962,Graduate,Partner,65316,4/24/2013,65,4,0,0,431,2,260,0,12
1982,Graduate,Single,28567,6/17/2013,57,6,0,0,377,1,46,0,7
1951,Postgraduate,Partner,47352,4/11/2013,70,7,0,0,444,1,319,0,16
1967,Graduate,Partner,44931,1/18/2014,0,5,0,0,162,1,96,0,7
1967,Graduate,Single,76982,2/15/2014,19,4,0,1,134,0,1062,1,16
1952,Graduate,Partner,57247,8/8/2013,50,2,0,0,325,1,232,0,12
1981,Postgraduate,Single,22944,12/23/2013,67,7,0,0,188,1,76,0,9
1977,Graduate,Partner,25315,11/7/2013,46,8,0,0,234,1,54,0,9
1969,Graduate,Single,43638,8/6/2012,37,7,0,0,692,1,201,0,11
1984,Postgraduate,Single,42710,11/28/2012,38,6,0,0,578,1,406,0,14
1982,Postgraduate,Partner,84169,8/7/2013,9,3,0,1,326,0,1919,2,20
1976,Graduate,Partner,54058,6/4/2013,56,3,0,0,390,1,662,0,20
1990,Graduate,Partner,24683,3/8/2014,98,5,0,0,113,1,41,0,8
1964,Graduate,Single,85620,1/7/2014,68,1,0,1,173,0,1600,0,14
1980,Graduate,Partner,47850,12/3/2013,72,6,0,0,208,1,134,0,8
1968,Graduate,Partner,19514,1/26/2014,47,8,0,1,154,2,69,1,10
1973,Postgraduate,Partner,27159,3/29/2014,33,6,0,0,92,2,21,0,6
1963,Graduate,Single,39548,3/31/2014,87,3,0,0,90,2,54,0,7
1989,Graduate,Single,21474,4/8/2014,0,7,0,1,82,1,91,1,8
1971,Postgraduate,Single,60504,2/7/2014,73,6,0,0,142,1,526,0,18
1963,Graduate,Partner,22419,4/18/2013,74,8,0,0,437,0,162,0,8
1949,Postgraduate,Partner,81698,11/6/2013,4,1,0,1,235,0,1008,0,25
1952,Graduate,Partner,43462,9/12/2012,50,8,0,0,655,2,240,0,16
1978,Postgraduate,Single,54880,3/1/2013,57,5,0,0,485,1,795,0,21
1982,Graduate,Partner,79908,4/5/2013,30,2,0,0,450,0,1772,1,19
1970,Graduate,Partner,15315,8/3/2013,27,5,0,0,330,0,64,0,8
1959,Graduate,Partner,87771,5/22/2013,61,6,0,1,403,1,1957,4,20
1978,Graduate,Partner,33039,9/9/2013,4,5,0,0,293,1,78,0,7
1980,Graduate,Single,81741,6/16/2013,75,2,0,0,378,0,1572,0,19
1971,Postgraduate,Partner,71499,6/25/2013,12,4,0,0,369,1,795,0,26
1970,Graduate,Partner,62466,1/15/2014,13,4,0,0,165,1,889,0,26
1963,Postgraduate,Single,48799,11/5/2013,9,3,0,0,236,1,331,0,15
1950,Postgraduate,Partner,52157,6/7/2014,48,4,0,0,22,1,265,0,12
1962,Graduate,Single,66565,12/5/2012,80,8,0,0,571,1,1065,0,19
1951,Postgraduate,Partner,29298,9/7/2013,60,5,0,0,295,2,11,0,4
1979,Graduate,Single,47691,7/5/2013,43,6,0,0,359,1,21,0,4
1970,Graduate,Partner,38200,12/7/2012,19,7,0,0,569,2,17,0,4
1974,Graduate,Partner,44989,9/12/2012,26,6,0,0,655,1,369,0,16
1968,Postgraduate,Partner,38443,1/27/2014,58,7,0,0,153,2,38,0,6
1978,Graduate,Single,38593,9/13/2013,42,8,0,0,289,1,177,0,11
1970,Postgraduate,Partner,64413,8/1/2013,27,5,0,0,332,1,279,0,12
1981,Postgraduate,Partner,36959,10/2/2013,56,8,0,0,270,1,62,0,7
1977,Postgraduate,Partner,61996,1/31/2013,27,5,0,1,514,1,1230,3,21
1968,Graduate,Partner,51287,4/1/2014,10,7,0,0,89,2,182,0,11
1970,Graduate,Partner,13260,8/23/2013,48,8,0,0,310,2,49,0,10
1966,Postgraduate,Partner,47472,9/16/2013,39,5,0,0,286,2,75,0,8
1956,Postgraduate,Partner,54603,7/9/2013,85,7,0,0,355,2,227,0,16
1974,Postgraduate,Partner,45207,11/10/2012,64,6,0,0,596,2,215,1,15
1967,Graduate,Partner,47821,10/20/2013,54,8,0,0,252,2,47,0,5
1951,Postgraduate,Partner,27450,4/15/2013,57,7,0,0,440,0,143,0,7
1983,Graduate,Partner,39453,4/3/2014,64,6,0,0,87,1,55,0,7
1971,Graduate,Partner,26850,4/18/2014,10,4,0,0,72,2,63,0,11
1955,Graduate,Single,79800,9/23/2012,65,3,0,1,644,0,1867,3,22
1961,Postgraduate,Partner,61794,9/14/2013,74,2,0,0,288,1,611,0,20
1955,Graduate,Partner,53863,5/17/2014,4,7,0,0,43,1,473,1,18
1959,Graduate,Partner,24221,8/20/2013,94,4,0,0,313,0,55,0,6
1984,Postgraduate,Single,39684,10/12/2012,41,7,1,1,625,1,81,0,7
1975,Postgraduate,Partner,92163,12/12/2012,25,2,0,1,564,0,2086,2,21
1965,Postgraduate,Single,69882,11/10/2013,94,1,0,0,231,0,1478,0,20
1977,Graduate,Partner,33178,1/30/2014,9,4,0,0,150,1,49,0,5
1972,Postgraduate,Partner,59973,9/11/2013,47,1,0,0,291,0,382,0,15
1975,Postgraduate,Partner,17459,9/19/2013,12,7,0,1,283,1,69,0,9
1969,Graduate,Single,23910,10/26/2012,80,7,0,0,611,1,67,0,6
1969,Postgraduate,Partner,42169,10/19/2013,20,8,0,0,253,2,30,0,6
1978,Graduate,Partner,26224,6/4/2013,39,6,0,0,390,1,63,0,9
1981,Graduate,Partner,31089,8/17/2012,57,8,0,0,681,1,79,0,10
1961,Graduate,Single,30081,2/21/2013,27,7,0,0,493,1,42,0,5
1960,Graduate,Partner,62807,8/31/2012,83,5,0,0,667,1,819,0,23
1955,Graduate,Single,72906,9/17/2013,79,1,0,0,285,0,1151,0,17
1948,Postgraduate,Partner,61467,12/9/2012,69,5,0,0,567,2,594,0,20
1966,Postgraduate,Partner,49618,1/26/2013,77,7,0,0,519,2,129,0,11
1986,Postgraduate,Single,21888,12/29/2012,15,10,0,1,547,1,213,0,12
1956,Graduate,Single,26150,3/11/2013,61,7,0,0,475,3,28,0,5
1975,Undergraduate,Partner,30801,10/26/2012,23,7,0,0,611,1,45,0,6
1965,Graduate,Partner,81168,5/7/2014,84,3,0,0,53,0,1193,1,18
1969,Postgraduate,Single,26877,8/19/2013,74,6,0,0,314,0,268,0,12
1944,Postgraduate,Single,45006,7/18/2013,90,3,0,0,346,0,266,0,12
1973,Undergraduate,Partner,18978,12/11/2012,41,8,0,0,565,1,37,0,5
1969,Postgraduate,Single,48240,11/9/2012,73,5,0,1,597,0,882,0,25
1974,Graduate,Partner,45837,7/26/2013,88,7,0,0,338,2,373,0,18
1965,Postgraduate,Single,35791,5/6/2013,94,8,0,0,419,3,35,0,6
1976,Postgraduate,Partner,162397,6/3/2013,31,1,0,0,391,2,107,0,1
1978,Graduate,Single,54162,3/18/2013,31,4,0,0,468,2,42,0,5
1960,Postgraduate,Partner,30522,8/17/2012,6,2,0,0,681,1,326,0,17
1961,Postgraduate,Partner,54456,7/11/2013,23,6,0,0,353,1,404,0,17
1971,Graduate,Single,31632,7/14/2013,92,7,0,0,350,0,95,0,6
1949,Graduate,Single,72298,3/10/2014,52,1,0,0,111,0,939,2,14
1978,Graduate,Single,36975,12/28/2013,50,7,0,0,183,1,33,0,5
1955,Graduate,Partner,72635,6/3/2013,54,3,0,0,391,0,981,1,21
1976,Graduate,Partner,13624,1/20/2013,93,6,0,0,525,1,36,0,7
1975,Graduate,Single,84196,6/3/2013,56,3,0,0,391,1,1237,0,20
1960,Graduate,Partner,70971,9/21/2012,28,7,0,1,646,1,1825,0,34
1977,Postgraduate,Single,34487,9/6/2012,94,9,0,0,661,2,103,0,9
1977,Graduate,Single,28769,12/18/2012,76,9,0,0,558,1,191,0,12
1970,Postgraduate,Partner,69084,11/19/2013,43,8,0,0,222,1,1586,0,25
1958,Postgraduate,Partner,65488,6/13/2014,46,1,0,0,16,0,963,0,14
1960,Graduate,Single,32218,2/15/2014,27,7,0,1,134,0,93,1,7
1973,Graduate,Single,83917,4/18/2013,12,3,0,1,437,0,1587,0,21
1962,Graduate,Single,46102,3/10/2014,3,7,0,0,111,3,16,0,4
1952,Graduate,Single,84574,6/4/2013,72,5,0,0,390,0,1375,0,32
1962,Graduate,Partner,56181,1/8/2013,6,4,0,0,537,1,393,0,14
1950,Postgraduate,Single,63120,9/28/2012,53,7,0,1,639,1,1477,0,26
1971,Graduate,Partner,73691,11/6/2013,58,2,0,0,235,1,1179,1,18
1948,Postgraduate,Partner,76140,5/13/2014,57,2,0,0,47,0,1348,0,21
1959,Postgraduate,Single,62859,12/30/2012,37,6,0,0,546,1,1307,0,23
1964,Graduate,Single,45906,5/7/2013,20,5,0,0,418,1,486,1,15
1947,Postgraduate,Partner,77632,3/10/2013,73,2,0,1,476,0,2252,2,13
1971,Postgraduate,Partner,46463,8/18/2013,56,6,0,0,315,2,235,0,17
1970,Graduate,Partner,105471,1/21/2013,36,3,0,1,524,0,1724,2,30
1970,Postgraduate,Single,55282,12/13/2013,9,4,0,0,198,1,235,0,11
1977,Postgraduate,Partner,78710,5/23/2014,42,4,0,0,37,1,1092,0,28
1958,Graduate,Partner,66886,9/16/2013,28,5,0,0,286,1,599,0,17
1960,Postgraduate,Single,98777,2/17/2014,23,1,0,0,132,0,2008,1,19
1985,Graduate,Partner,29103,8/27/2012,38,9,0,0,671,1,48,0,6
1974,Graduate,Partner,67445,8/12/2012,63,6,0,0,686,1,1174,0,32
1950,Postgraduate,Partner,50616,4/13/2014,71,2,0,0,77,1,67,0,7
1955,Graduate,Single,49431,8/3/2012,9,8,0,0,695,1,365,0,15
1975,Graduate,Single,153924,2/7/2014,81,0,0,0,142,0,6,0,0
1953,Graduate,Partner,61278,1/4/2014,87,6,0,0,176,1,165,0,10
1947,Postgraduate,Partner,73059,8/31/2013,36,4,0,0,302,1,1095,0,26
1966,Postgraduate,Single,46734,10/21/2013,86,6,0,0,251,3,223,1,12
1963,Graduate,Partner,56253,12/7/2012,83,6,0,0,569,1,597,0,22
1975,Graduate,Single,58330,12/25/2013,87,4,0,0,186,1,1064,0,24
1980,Undergraduate,Partner,25965,9/7/2012,29,8,0,0,660,0,74,0,6
1956,Postgraduate,Partner,14661,1/1/2013,88,6,0,0,544,0,26,0,5
1959,Graduate,Partner,18690,12/28/2012,77,8,0,0,548,0,60,0,5
1974,Postgraduate,Partner,45068,5/16/2013,25,7,0,0,409,1,20,0,4
1987,Undergraduate,Single,21063,9/25/2013,34,6,0,0,277,1,59,0,7
1968,Postgraduate,Partner,29187,5/9/2013,43,8,0,0,416,1,34,0,5
1971,Graduate,Partner,54690,11/7/2013,76,3,0,0,234,2,198,0,12
1964,Postgraduate,Partner,59304,7/29/2013,81,5,0,0,335,1,1048,0,28
1962,Postgraduate,Single,59247,11/8/2013,87,6,0,0,233,2,574,0,21
1970,Graduate,Single,66731,9/12/2012,33,3,0,0,655,1,1029,0,17
1980,Graduate,Partner,77353,12/16/2013,38,4,0,0,195,1,670,0,20
1974,Graduate,Partner,26751,5/22/2014,26,8,0,0,38,2,11,0,4
1963,Postgraduate,Partner,81300,10/30/2012,17,5,0,1,607,1,1241,1,21
1979,Graduate,Single,70337,1/2/2014,75,1,0,0,178,0,576,0,17
1985,Graduate,Partner,36145,6/16/2013,13,9,0,1,378,1,172,1,12
1980,Postgraduate,Single,65295,12/23/2013,19,2,0,0,188,0,664,0,20
1963,Graduate,Single,68118,10/18/2013,51,6,0,0,254,1,928,0,23
1967,Graduate,Single,68743,8/30/2012,81,7,0,0,668,0,2074,0,30
1982,Graduate,Partner,41039,7/25/2013,32,8,0,0,339,0,467,0,15
1955,Graduate,Partner,38946,10/24/2013,84,5,0,0,248,1,257,0,12
1967,Graduate,Partner,65777,12/19/2013,87,1,0,0,192,0,1146,0,17
1976,Postgraduate,Single,66476,3/7/2013,99,4,0,0,479,1,689,0,20
1972,Postgraduate,Single,86857,9/12/2012,96,2,0,1,655,0,2114,0,22
1982,Postgraduate,Partner,160803,8/4/2012,21,0,0,0,694,0,1717,0,44
1989,Postgraduate,Partner,77845,5/16/2014,40,1,0,0,44,0,1346,2,21
1969,Postgraduate,Partner,69476,9/30/2013,3,2,0,0,272,0,1044,0,15
1960,Postgraduate,Single,50611,10/4/2012,98,6,0,1,633,1,493,1,22
1970,Graduate,Single,61209,8/25/2013,73,2,0,0,308,0,957,0,13
1958,Postgraduate,Partner,42315,7/12/2013,90,3,0,0,352,1,270,0,12
1952,Undergraduate,Partner,13084,11/2/2013,29,6,0,0,239,0,29,0,5
1949,Postgraduate,Single,47570,5/29/2013,3,7,0,1,396,2,121,0,9
1961,Postgraduate,Partner,61923,7/26/2013,94,3,0,0,338,2,126,0,8
1995,Graduate,Single,34824,3/26/2014,65,6,0,0,95,0,23,0,4
1949,Postgraduate,Single,26518,4/8/2013,33,8,0,1,447,2,57,0,8
1961,Graduate,Single,45938,11/3/2013,46,6,0,0,238,0,636,0,20
1960,Graduate,Partner,78468,4/9/2014,29,4,0,0,81,0,1004,1,28
1973,Graduate,Single,78901,9/17/2013,99,4,0,0,285,1,734,0,20
1978,Graduate,Partner,71427,3/12/2014,26,4,0,0,109,2,614,0,20
1978,Graduate,Single,71022,2/11/2014,30,8,0,0,138,1,1453,1,21
1988,Postgraduate,Single,90247,4/29/2014,27,1,0,1,61,0,1621,3,15
1968,Postgraduate,Single,41335,12/26/2013,24,7,0,0,185,1,187,0,12
1970,Postgraduate,Single,35682,6/27/2014,34,2,0,0,2,1,57,0,6
1951,Graduate,Single,43185,4/10/2013,88,8,0,0,445,1,637,0,20
1948,Postgraduate,Partner,66375,11/21/2013,96,7,0,0,220,1,948,1,14
1986,Graduate,Partner,25252,7/12/2013,26,8,0,0,352,1,18,0,4
1965,Postgraduate,Single,55250,10/21/2012,49,5,0,0,616,1,903,0,26
1975,Graduate,Single,33249,2/20/2013,11,6,0,0,494,1,112,0,8
